NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
QPCT	1	ENSG00000115828	
AP1B1P2	1	ENSG00000232707	
IGHD2-15	1	ENSG00000211918	
AP1B1P1	1	ENSG00000234479	
SIPA1	1	ENSG00000213445	
SOCS2P2	1	ENSG00000224465	
APOOP5	1	ENSG00000260240	
APOOP4	1	ENSG00000248122	
APOOP3	1	ENSG00000255700	
APOOP2	1	ENSG00000240902	
APOOP1	1	ENSG00000270560	
CLEC18C	1	ENSG00000157335	
CLEC18B	1	ENSG00000140839	
SOCS2P1	1	ENSG00000237662	
CLEC18A	1	ENSG00000157322	
OR5H15	1	ENSG00000233412	
OR5H14	1	ENSG00000236032	
C3orf62	1	ENSG00000188315	
CSKMT	1	ENSG00000214756	
FPGT	1	ENSG00000254685	
FPGS	1	ENSG00000136877	
IGHVII-33-1	1	ENSG00000254203	
CLEC19A	1	ENSG00000261210	
C3orf70	1	ENSG00000187068	
SPECC1L	1	ENSG00000100014	
TIMELESS	1	ENSG00000111602	
IGHV3OR15-7	1	ENSG00000259490	
NUPR2	1	ENSG00000185290	
NUPR1	1	ENSG00000176046	
CLEC16A	1	ENSG00000038532	
CAMSAP1	1	ENSG00000130559	
CAMSAP2	1	ENSG00000118200	
C3orf80	1	ENSG00000180044	
NPC1L1	1	ENSG00000015520	
C3orf84	1	ENSG00000236980	
AMELX	1	ENSG00000125363	
AMELY	1	ENSG00000099721	
RWDD4P1	1	ENSG00000244490	
PNPT1	1	ENSG00000138035	
RWDD4P2	1	ENSG00000175741	
CLEC17A	1	ENSG00000187912	
CAMSAP3	1	ENSG00000076826	
DAP	1	ENSG00000112977	
DAO	1	ENSG00000110887	
C3orf22	1	ENSG00000180697	
DBI	1	ENSG00000155368	
CLEC14A	1	ENSG00000176435	
DBH	1	ENSG00000123454	
C3orf20	1	ENSG00000131379	
DBP	1	ENSG00000105516	
DBT	1	ENSG00000137992	
OR5H4P	1	ENSG00000248507	
STPG1	1	ENSG00000001460	
C3orf38	1	ENSG00000179021	
STPG3	1	ENSG00000197768	
STPG2	1	ENSG00000163116	
SVOP	1	ENSG00000166111	
DCD	1	ENSG00000161634	
DCC	1	ENSG00000187323	
STPG4	1	ENSG00000239605	
TAF9BP1	1	ENSG00000213871	
C3orf33	1	ENSG00000174928	
PARK7P2	1	ENSG00000237631	
DCK	1	ENSG00000156136	
PARK7P1	1	ENSG00000257243	
DCN	1	ENSG00000011465	
C1QTNF9B	1	ENSG00000205863	
TAF9BP2	1	ENSG00000215760	
ZAP70	1	ENSG00000115085	
DCT	1	ENSG00000080166	
DCX	1	ENSG00000077279	
OR5H3P	1	ENSG00000249975	
DNASE2	1	ENSG00000105612	
DNASE1	1	ENSG00000213918	
DDC	1	ENSG00000132437	
C3orf49	1	ENSG00000163632	
CLEC12A	1	ENSG00000172322	
CLEC12B	1	ENSG00000256660	
DDO	1	ENSG00000203797	
DDN	1	ENSG00000181418	
MTRF1LP1	1	ENSG00000256091	
DDT	1	ENSG00000099977	
MTRF1LP2	1	ENSG00000224110	
SNAPC5P1	1	ENSG00000241216	
C3orf52	1	ENSG00000114529	
DEK	1	ENSG00000124795	
C3orf56	1	ENSG00000214324	
DES	1	ENSG00000175084	
PNPP1	1	ENSG00000228209	
MT-ND6	1	ENSG00000198695	
RALGAPA1P1	1	ENSG00000229419	
RPL31P49	1	ENSG00000241680	
MDC1	5	ENSG00000231135:ENSG00000137337:ENSG00000228575:ENSG00000206481:ENSG00000234012	
RPL31P48	1	ENSG00000243164	
MT-ND4	1	ENSG00000198886	
MT-ND5	1	ENSG00000198786	
NEXMIF	1	ENSG00000050030	
RPL31P41	1	ENSG00000239261	
RPL31P40	1	ENSG00000253964	
RPL31P43	1	ENSG00000213557	
RPL31P42	1	ENSG00000237083	
MT-ND2	1	ENSG00000198763	
RPL31P45	1	ENSG00000233318	
MT-ND3	1	ENSG00000198840	
RPL31P44	1	ENSG00000213657	
RPL31P47	1	ENSG00000233541	
MT-ND1	1	ENSG00000198888	
RPL31P46	1	ENSG00000241170	
KRTAP3-4P	1	ENSG00000226776	
IL4I1	1	ENSG00000104951	
RPL31P50	1	ENSG00000231788	
TGIF2P1	1	ENSG00000225401	
RPL31P38	1	ENSG00000179131	
RPL31P37	1	ENSG00000213302	
RPL31P39	1	ENSG00000213291	
RPL31P30	1	ENSG00000230702	
RPL31P32	1	ENSG00000216902	
RPL31P31	1	ENSG00000239983	
RPL31P34	1	ENSG00000231359	
RPL31P33	1	ENSG00000218049	
RPL31P36	1	ENSG00000224545	
RPL31P35	1	ENSG00000232612	
AR	1	ENSG00000169083	
CGGBP1	1	ENSG00000163320	
PHC1P1	1	ENSG00000179899	
GRID2IP	1	ENSG00000215045	
DHH	1	ENSG00000139549	
ACTL7A	1	ENSG00000187003	
ACTL7B	1	ENSG00000148156	
FPR1	1	ENSG00000171051	
RPL31P63	1	ENSG00000236735	
RPL31P62	1	ENSG00000235328	
FPR3	1	ENSG00000187474	
FPR2	1	ENSG00000171049	
RPL31P64	1	ENSG00000236425	
C2	5	ENSG00000166278:ENSG00000235696:ENSG00000231543:ENSG00000204364:ENSG00000206372	
C3	1	ENSG00000125730	
DYNC2LI1	1	ENSG00000138036	
C5	1	ENSG00000106804	
C6	1	ENSG00000039537	
C7	1	ENSG00000112936	
C9	1	ENSG00000113600	
RPL31P59	1	ENSG00000240364	
PERPP1	1	ENSG00000237653	
PES1P1	1	ENSG00000248191	
PERPP2	1	ENSG00000228998	
PES1P2	1	ENSG00000229268	
RPL31P52	1	ENSG00000219355	
RPL31P51	1	ENSG00000213470	
RPL31P54	1	ENSG00000229865	
RPL31P53	1	ENSG00000225352	
RPL31P56	1	ENSG00000240760	
CP	1	ENSG00000047457	
RPL31P58	1	ENSG00000243053	
CS	1	ENSG00000062485	
RPL31P61	1	ENSG00000243297	
RPL31P60	1	ENSG00000239988	
DMRTC1B	1	ENSG00000184911	
LRSAM1	1	ENSG00000148356	
DCAF13P3	1	ENSG00000259378	
DCAF13P2	1	ENSG00000250816	
RPLP1	1	ENSG00000137818	
RPLP0	1	ENSG00000089157	
QPRT	1	ENSG00000103485	
DCAF13P1	1	ENSG00000242562	
ECSIT	1	ENSG00000130159	
IGLV2-33	1	ENSG00000211656	
IGLV2-34	1	ENSG00000253120	
RPLP2	1	ENSG00000177600	
ACTL6B	1	ENSG00000077080	
ACTL6A	1	ENSG00000136518	
SIRT4	1	ENSG00000089163	
SIRT5	1	ENSG00000124523	
SIRT6	1	ENSG00000077463	
SIRT7	1	ENSG00000187531	
F2	1	ENSG00000180210	
SIRT1	1	ENSG00000096717	
F3	1	ENSG00000117525	
BIVM-ERCC5	1	ENSG00000270181	
SIRT2	1	ENSG00000068903	
ELAPOR2	1	ENSG00000164659	
ELAPOR1	1	ENSG00000116299	
SIRT3	1	ENSG00000142082	
F5	1	ENSG00000198734	
F7	1	ENSG00000057593	
F8	1	ENSG00000185010	
F9	1	ENSG00000101981	
BDH2	1	ENSG00000164039	
BDH1	1	ENSG00000161267	
CDC42EP5	1	ENSG00000167617	
TGIF2LX	1	ENSG00000153779	
CDC42EP4	1	ENSG00000179604	
CDC42EP3	1	ENSG00000163171	
TGIF2LY	1	ENSG00000176679	
OR10AK1P	1	ENSG00000254807	
CDC42EP2	1	ENSG00000149798	
CDC42EP1	1	ENSG00000128283	
DLD	1	ENSG00000091140	
MDFI	1	ENSG00000112559	
RPL31P26	1	ENSG00000241281	
FH	1	ENSG00000091483	
RPL31P29	1	ENSG00000231316	
RPL31P28	1	ENSG00000219863	
ARL14EPL	1	ENSG00000268223	
RPL31P21	1	ENSG00000241400	
RPL31P20	1	ENSG00000229756	
CCNDBP1	1	ENSG00000166946	
RPL31P23	1	ENSG00000244740	
RPL31P22	1	ENSG00000227433	
RPL31P25	1	ENSG00000242768	
RPL31P24	1	ENSG00000241853	
HLA-DMA	4	ENSG00000204257:ENSG00000242685:ENSG00000242361:ENSG00000241394	
HLA-DMB	8	ENSG00000242092:ENSG00000239329:ENSG00000242386:ENSG00000242574:ENSG00000241674:ENSG00000226264:ENSG00000234154:ENSG00000241296	
OR6C71P	1	ENSG00000203408	
GGT2P	1	ENSG00000133475	
DMD	1	ENSG00000198947	
CSMD3	1	ENSG00000164796	
CSMD2	1	ENSG00000121904	
GC	1	ENSG00000145321	
CSMD1	1	ENSG00000183117	
RPL31P16	1	ENSG00000233159	
RPL31P15	1	ENSG00000232430	
RPL31P18	1	ENSG00000213849	
RPL31P17	1	ENSG00000235225	
MDH1	1	ENSG00000014641	
GK	1	ENSG00000198814	
MDH2	1	ENSG00000146701	
RPL31P19	1	ENSG00000227309	
RPL31P10	1	ENSG00000213942	
HNRNPUL2-BSCL2	1	ENSG00000234857	
RPL31P12	1	ENSG00000227207	
RPL31P11	1	ENSG00000213075	
RPL31P14	1	ENSG00000237930	
RPL31P13	1	ENSG00000228646	
TTLL7	1	ENSG00000137941	
TTLL6	1	ENSG00000170703	
TTLL5	1	ENSG00000119685	
TTLL4	1	ENSG00000135912	
OR6C72P	1	ENSG00000205331	
TTLL3	1	ENSG00000214021	
TTLL2	1	ENSG00000120440	
TTLL1	1	ENSG00000100271	
OR9R1P	1	ENSG00000224622	
GGT3P	1	ENSG00000197421	
TTLL9	1	ENSG00000131044	
TTLL8	1	ENSG00000138892	
IFNA22P	1	ENSG00000224416	
HP	1	ENSG00000257017	
HR	1	ENSG00000168453	
HPGDS	1	ENSG00000163106	
OR6C73P	1	ENSG00000257414	
ABCB10P4	1	ENSG00000260053	
ABCB10P3	1	ENSG00000261524	
PABPC4L	1	ENSG00000254535	
HLA-DOA	6	ENSG00000206292:ENSG00000232957:ENSG00000235744:ENSG00000204252:ENSG00000232962:ENSG00000230141	
HLA-DOB	6	ENSG00000239457:ENSG00000241910:ENSG00000243612:ENSG00000241106:ENSG00000241386:ENSG00000243496	
IK	1	ENSG00000113141	
VPS33A	1	ENSG00000139719	
VPS33B	1	ENSG00000184056	
LONRF2P4	1	ENSG00000258415	
LONRF2P3	1	ENSG00000258420	
LONRF2P2	1	ENSG00000233905	
LONRF2P1	1	ENSG00000266605	
NSMAF	1	ENSG00000035681	
ART2BP	1	ENSG00000237408	
ECSCR	1	ENSG00000249751	
DPT	1	ENSG00000143196	
IGLV2-11	1	ENSG00000211668	
IGLV2-14	1	ENSG00000211666	
IGLV2-18	1	ENSG00000211664	
MDN1	1	ENSG00000112159	
KL	1	ENSG00000133116	
DR1	1	ENSG00000117505	
BDNF	1	ENSG00000176697	
KIAA1328P1	1	ENSG00000241671	
KY	1	ENSG00000174611	
ZC3HC1	1	ENSG00000091732	
IGLV2-23	1	ENSG00000211660	
MDM2	1	ENSG00000135679	
HLA-DRA	5	ENSG00000206308:ENSG00000228987:ENSG00000204287:ENSG00000226260:ENSG00000227993	
MDM4	1	ENSG00000198625	
IGLV2-28	1	ENSG00000253451	
MDM1	1	ENSG00000111554	
SH2D4A	1	ENSG00000104611	
SH2D4B	1	ENSG00000178217	
GGT8P	1	ENSG00000236969	
WHSC1L2P	1	ENSG00000267253	
MAGOH2P	1	ENSG00000264176	
MB	1	ENSG00000198125	
DSE	1	ENSG00000111817	
MDP1	1	ENSG00000213920	
SPG11	1	ENSG00000104133	
DSP	1	ENSG00000096696	
DST	1	ENSG00000151914	
SH2D3A	1	ENSG00000125731	
SH2D3C	1	ENSG00000095370	
VPS37C	1	ENSG00000167987	
CALM2P4	1	ENSG00000233662	
VPS37D	1	ENSG00000176428	
CALM2P3	1	ENSG00000215482	
VPS37A	1	ENSG00000155975	
CALM2P2	1	ENSG00000229097	
VPS37B	1	ENSG00000139722	
CALM2P1	1	ENSG00000267170	
VPS26BP1	1	ENSG00000224895	
IL6RP1	1	ENSG00000234910	
BDP1	1	ENSG00000145734	
DTL	1	ENSG00000143476	
RNFT2	1	ENSG00000135119	
IFNA20P	1	ENSG00000226393	
COL15A1	1	ENSG00000204291	
HSD17B14	1	ENSG00000087076	
HSD17B13	1	ENSG00000170509	
HSD17B12	1	ENSG00000149084	
HSD17B11	1	ENSG00000198189	
HSD17B10	1	ENSG00000072506	
RNFT1	1	ENSG00000189050	
SLITRK2	1	ENSG00000185985	
SLITRK1	1	ENSG00000178235	
SLITRK4	1	ENSG00000179542	
SLITRK3	1	ENSG00000121871	
SLITRK6	1	ENSG00000184564	
SLITRK5	1	ENSG00000165300	
LINGO2	1	ENSG00000174482	
LINGO1	1	ENSG00000169783	
DUT	1	ENSG00000128951	
LINGO4	1	ENSG00000213171	
LINGO3	1	ENSG00000220008	
MAGOH3P	1	ENSG00000270975	
PC	1	ENSG00000173599	
SLAMF6P1	1	ENSG00000227243	
PABPC1L	1	ENSG00000101104	
MDGA2	1	ENSG00000139915	
MDGA1	1	ENSG00000112139	
SPG21	1	ENSG00000090487	
VPS35L	1	ENSG00000103544	
SLC35C2P1	1	ENSG00000223498	
DHFR2	1	ENSG00000178700	
RETREG3	1	ENSG00000141699	
RGSL1	1	ENSG00000121446	
TXNDC11	1	ENSG00000153066	
TXNDC12	1	ENSG00000117862	
TXNDC15	1	ENSG00000113621	
TXNDC16	1	ENSG00000087301	
TXNDC17	1	ENSG00000129235	
SLC34A3	1	ENSG00000198569	
HNRNPCP10	1	ENSG00000215054	
SLC34A2	1	ENSG00000157765	
CAPNS1P1	1	ENSG00000215874	
SLC34A1	1	ENSG00000131183	
TIMD4	1	ENSG00000145850	
DLEC1P1	1	ENSG00000230123	
MDS2	1	ENSG00000197880	
OR5E1P	1	ENSG00000170688	
DXO	4	ENSG00000204348:ENSG00000236765:ENSG00000206346:ENSG00000234798	
RNF11P1	1	ENSG00000213110	
EPHA10	1	ENSG00000183317	
RNF11P2	1	ENSG00000227563	
MST1R	1	ENSG00000164078	
GEMIN7P1	1	ENSG00000225238	
MST1L	1	ENSG00000186715	
OSGEP	1	ENSG00000092094	
SI	1	ENSG00000090402	
SWI5	1	ENSG00000175854	
DYM	1	ENSG00000141627	
NSMCE1-DT	1	ENSG00000245888	
ACTR1AP1	1	ENSG00000233370	
TF	1	ENSG00000091513	
TG	1	ENSG00000042832	
TH	1	ENSG00000180176	
RETREG2	1	ENSG00000144567	
RETREG1	1	ENSG00000154153	
PCSK2	1	ENSG00000125851	
PCSK1	1	ENSG00000175426	
SLC7A14	1	ENSG00000013293	
SLC7A13	1	ENSG00000164893	
PCSK9	1	ENSG00000169174	
SLC7A11	1	ENSG00000151012	
PCSK7	1	ENSG00000160613	
SLC7A10	1	ENSG00000130876	
PCSK6	1	ENSG00000140479	
PCSK5	1	ENSG00000099139	
PCSK4	1	ENSG00000115257	
CLYBL	1	ENSG00000125246	
GGTA1	1	ENSG00000204136	
VDAC1P13	1	ENSG00000232526	
VDAC1P12	1	ENSG00000227254	
GNGT1	1	ENSG00000127928	
VDAC1P11	1	ENSG00000237679	
VDAC1P10	1	ENSG00000232809	
GNGT2	1	ENSG00000167083	
HYAL1	1	ENSG00000114378	
HYAL3	1	ENSG00000186792	
HYAL4	1	ENSG00000106302	
MCCD1P2	4	ENSG00000224312:ENSG00000231745:ENSG00000229034:ENSG00000234970	
L3HYPDH	1	ENSG00000126790	
MCCD1P1	5	ENSG00000226940:ENSG00000232649:ENSG00000231998:ENSG00000235963:ENSG00000229411	
WBP1LP12	1	ENSG00000271530	
WBP1LP11	1	ENSG00000267792	
WBP1LP10	1	ENSG00000253826	
G2E3	1	ENSG00000092140	
IGHMBP2	1	ENSG00000132740	
OR4H12P	1	ENSG00000176312	
ALS2CL	1	ENSG00000178038	
PLEKHG4B	1	ENSG00000153404	
XG	1	ENSG00000124343	
XK	1	ENSG00000047597	
THEMIS2	1	ENSG00000130775	
GLB1L	1	ENSG00000163521	
ATP11AUN	1	ENSG00000197595	
PAMR1	1	ENSG00000149090	
RBPMSLP	1	ENSG00000234159	
IGHVIII-76-1	1	ENSG00000253310	
DKC1	1	ENSG00000130826	
PHAF1	1	ENSG00000125149	
RPL18P10	1	ENSG00000214359	
RPL18P11	1	ENSG00000213307	
RPL18P13	1	ENSG00000244485	
HCAR2	1	ENSG00000182782	
NT5DC1P2	1	ENSG00000214961	
TRGC1	1	ENSG00000211689	
NT5DC1P1	1	ENSG00000237381	
HCAR3	1	ENSG00000255398	
EBP	1	ENSG00000147155	
HCAR1	1	ENSG00000196917	
CASP1P1	1	ENSG00000255430	
CASP1P2	1	ENSG00000254750	
TRGC2	1	ENSG00000227191	
PBX2P1	1	ENSG00000244171	
ECD	1	ENSG00000122882	
PHOX2B	1	ENSG00000109132	
PHOX2A	1	ENSG00000165462	
FERP1	1	ENSG00000232149	
STT3A	1	ENSG00000134910	
RHPN2P1	1	ENSG00000258628	
IGHV3OR16-6	1	ENSG00000270864	
IGHV3OR16-7	1	ENSG00000271620	
IGHV3OR16-8	1	ENSG00000271130	
STT3B	1	ENSG00000163527	
IGHV3OR16-9	1	ENSG00000270472	
DIMT1P1	1	ENSG00000271249	
EDA	1	ENSG00000158813	
MEA1	1	ENSG00000124733	
FYTTD1P1	1	ENSG00000234502	
JKAMPP1	1	ENSG00000231491	
EED	1	ENSG00000074266	
DARS2	1	ENSG00000117593	
DARS1	1	ENSG00000115866	
PDPR2P	1	ENSG00000214331	
AKR1B1P6	1	ENSG00000225212	
IGHV1OR16-4	1	ENSG00000259997	
AKR1B1P7	1	ENSG00000266899	
AKR1B1P4	1	ENSG00000237876	
AKR1B1P5	1	ENSG00000258685	
AKR1B1P2	1	ENSG00000213452	
AKR1B1P3	1	ENSG00000213785	
IGHV1OR16-1	1	ENSG00000261704	
IGHV1OR16-2	1	ENSG00000259852	
AKR1B1P1	1	ENSG00000229991	
IGHV1OR16-3	1	ENSG00000260048	
STSP1	1	ENSG00000227166	
ACVR1B	1	ENSG00000135503	
EFS	1	ENSG00000100842	
ACVR1C	1	ENSG00000123612	
MDH1B	1	ENSG00000138400	
EGF	1	ENSG00000138798	
SWT1	1	ENSG00000116668	
ACVR2B	1	ENSG00000114739	
ACVR2A	1	ENSG00000121989	
SEC24AP1	1	ENSG00000267361	
INAFM1	1	ENSG00000257704	
OR7K1P	1	ENSG00000258275	
AKR1B1P8	1	ENSG00000231371	
EHF	1	ENSG00000135373	
RPL30	1	ENSG00000156482	
RPL32	1	ENSG00000144713	
TMEM200B	1	ENSG00000253304	
RPL31	1	ENSG00000071082	
TMEM200A	1	ENSG00000164484	
ZNF561-AS1	1	ENSG00000267106	
RPL34	1	ENSG00000109475	
TMEM200C	1	ENSG00000206432	
ABCA12	1	ENSG00000144452	
ABCA13	1	ENSG00000179869	
GPR174	1	ENSG00000147138	
GPR173	1	ENSG00000184194	
GSTM5P1	1	ENSG00000236062	
ASB9P1	1	ENSG00000258527	
GPR176	1	ENSG00000166073	
MKI67P1	1	ENSG00000270499	
GPR171	1	ENSG00000174946	
RPL36	1	ENSG00000130255	
ADNP2	1	ENSG00000101544	
RPL35	1	ENSG00000136942	
RPL38	1	ENSG00000172809	
RPL37	1	ENSG00000145592	
ANKS1A	1	ENSG00000064999	
RPL39	1	ENSG00000198918	
ANKS1B	1	ENSG00000185046	
MED1	1	ENSG00000125686	
MECR	1	ENSG00000116353	
RPL21	1	ENSG00000122026	
RPL23	1	ENSG00000125691	
RPL22	1	ENSG00000116251	
MED8	1	ENSG00000159479	
MED9	1	ENSG00000141026	
AARSD1	1	ENSG00000266967	
MED4	1	ENSG00000136146	
DKK1	1	ENSG00000107984	
MED6	1	ENSG00000133997	
DKK2	1	ENSG00000155011	
DKK3	1	ENSG00000050165	
MED7	1	ENSG00000155868	
DKK4	1	ENSG00000104371	
GPR162	1	ENSG00000250510	
ABCA10	1	ENSG00000154263	
GPR161	1	ENSG00000143147	
GPR160	1	ENSG00000173890	
RPL24	1	ENSG00000114391	
RPL27	1	ENSG00000131469	
RPL26	1	ENSG00000161970	
RPL29	1	ENSG00000162244	
RPL28	1	ENSG00000108107	
GPLD1	1	ENSG00000112293	
OSER1	1	ENSG00000132823	
TAGLN2P1	1	ENSG00000253676	
VPS26C	1	ENSG00000157538	
VPS26A	1	ENSG00000122958	
VPS26B	1	ENSG00000151502	
MEFV	1	ENSG00000103313	
OCSTAMP	1	ENSG00000149635	
KATNBL1P4	1	ENSG00000249270	
KATNBL1P3	1	ENSG00000235422	
KATNBL1P2	1	ENSG00000232857	
KATNBL1P1	1	ENSG00000271026	
KATNBL1P6	1	ENSG00000228283	
KATNBL1P5	1	ENSG00000271108	
RPL41	1	ENSG00000229117	
SLC16A12	1	ENSG00000152779	
PRRC2C	1	ENSG00000117523	
SLC16A11	1	ENSG00000174326	
SLC16A10	1	ENSG00000112394	
RPL3L	1	ENSG00000140986	
SLC16A14	1	ENSG00000163053	
SLC16A13	1	ENSG00000174327	
PRRC2A	6	ENSG00000231825:ENSG00000204469:ENSG00000231370:ENSG00000225748:ENSG00000226618:ENSG00000225164	
GPR180	1	ENSG00000152749	
GPR183	1	ENSG00000169508	
GPR182	1	ENSG00000166856	
FRMPD2B	1	ENSG00000150175	
SPEF2	1	ENSG00000152582	
SPEF1	1	ENSG00000101222	
ELL	1	ENSG00000105656	
MEI1	1	ENSG00000167077	
ELN	1	ENSG00000049540	
MEI4	1	ENSG00000269964	
CHIAP3	1	ENSG00000234020	
KRT8P17	1	ENSG00000235124	
GPR132	1	ENSG00000183484	
KRT8P15	1	ENSG00000233579	
KRT8P14	1	ENSG00000214282	
ZAR1L	1	ENSG00000189167	
KRT8P19	1	ENSG00000257528	
KRT8P18	1	ENSG00000228767	
GPR137	1	ENSG00000173264	
EMB	1	ENSG00000170571	
GPR139	1	ENSG00000180269	
KRT8P13	1	ENSG00000241416	
EMD	1	ENSG00000102119	
KRT8P12	1	ENSG00000229320	
KRT8P11	1	ENSG00000255815	
GPR135	1	ENSG00000181619	
KRT8P10	1	ENSG00000231203	
ZC3H10	1	ENSG00000135482	
EN2	1	ENSG00000164778	
EN1	1	ENSG00000163064	
KRT8P28	1	ENSG00000223810	
GCFC2	1	ENSG00000005436	
KRT8P27	1	ENSG00000226502	
AFTPH	1	ENSG00000119844	
CHIAP2	1	ENSG00000203878	
KRT8P26	1	ENSG00000214659	
CHIAP1	1	ENSG00000236040	
KRT8P25	1	ENSG00000239829	
KRT8P29	1	ENSG00000236430	
KRT8P20	1	ENSG00000227404	
KRT8P24	1	ENSG00000259500	
KRT8P23	1	ENSG00000259565	
KRT8P22	1	ENSG00000260731	
ENG	1	ENSG00000106991	
PCYOX1	1	ENSG00000116005	
KRT8P21	1	ENSG00000229636	
RPL10	1	ENSG00000147403	
RPL12	1	ENSG00000197958	
RPL11	1	ENSG00000142676	
GPR152	1	ENSG00000175514	
KRT8P39	1	ENSG00000233560	
GPR151	1	ENSG00000173250	
KRT8P38	1	ENSG00000226358	
KRT8P37	1	ENSG00000213771	
GPR153	1	ENSG00000158292	
KRT8P36	1	ENSG00000240668	
GPR150	1	ENSG00000178015	
RPL14	1	ENSG00000188846	
KRT8P31	1	ENSG00000250148	
RPL13	1	ENSG00000167526	
KRT8P30	1	ENSG00000224928	
RPL15	1	ENSG00000174748	
RPL18	1	ENSG00000063177	
GPR156	1	ENSG00000175697	
KRT8P35	1	ENSG00000242841	
GPR155	1	ENSG00000163328	
KRT8P34	1	ENSG00000264663	
RPL17	1	ENSG00000265681	
GPR158	1	ENSG00000151025	
UBE3AP2	1	ENSG00000228941	
KRT8P33	1	ENSG00000250539	
RPL19	1	ENSG00000108298	
GPR157	1	ENSG00000180758	
KRT8P32	1	ENSG00000250221	
F10	1	ENSG00000126218	
F12	1	ENSG00000131187	
F11	1	ENSG00000088926	
PDCD6P1	1	ENSG00000188002	
NMNAT3	1	ENSG00000163864	
NMNAT2	1	ENSG00000157064	
GPR141	1	ENSG00000187037	
KRT8P49	1	ENSG00000271602	
GPR143	1	ENSG00000101850	
KRT8P48	1	ENSG00000248568	
GPR142	1	ENSG00000257008	
KRT8P47	1	ENSG00000271647	
NMNAT1	1	ENSG00000173614	
MSRB2	1	ENSG00000148450	
GPR149	1	ENSG00000174948	
KRT8P42	1	ENSG00000220378	
GPR148	1	ENSG00000173302	
MSRB3	1	ENSG00000174099	
KRT8P41	1	ENSG00000213538	
ANKS4B	1	ENSG00000175311	
KRT8P40	1	ENSG00000213069	
KRT8P46	1	ENSG00000248971	
KRT8P45	1	ENSG00000224520	
KRT8P44	1	ENSG00000227913	
GPR146	1	ENSG00000164849	
MSRB1	1	ENSG00000198736	
KRT8P43	1	ENSG00000218186	
COL16A1	1	ENSG00000084636	
EPO	1	ENSG00000130427	
EPX	1	ENSG00000121053	
KRT8P52	1	ENSG00000232479	
KRT8P51	1	ENSG00000223657	
KRT8P50	1	ENSG00000260799	
MEN1	1	ENSG00000133895	
RNF43	1	ENSG00000108375	
RNF44	1	ENSG00000146083	
OR7E83P	1	ENSG00000249866	
F2R	1	ENSG00000181104	
TRIM60P11Y	1	ENSG00000227837	
RNF40	1	ENSG00000103549	
RNF41	1	ENSG00000181852	
MELK	1	ENSG00000165304	
GAPDHS	1	ENSG00000105679	
ERF	1	ENSG00000105722	
ERH	1	ENSG00000100632	
ERG	1	ENSG00000157554	
OR7E86P	1	ENSG00000248364	
ABHD4	1	ENSG00000100439	
GPR119	1	ENSG00000147262	
ABHD3	1	ENSG00000158201	
ABHD2	1	ENSG00000140526	
ABHD1	1	ENSG00000143994	
ABHD8	1	ENSG00000127220	
ABHD6	1	ENSG00000163686	
ABHD5	1	ENSG00000011198	
MACROH2A2	1	ENSG00000099284	
MACROH2A1	1	ENSG00000113648	
TRIM60P10Y	1	ENSG00000232976	
STRA8	1	ENSG00000146857	
OARD1	1	ENSG00000124596	
ESD	1	ENSG00000139684	
STRA6	1	ENSG00000137868	
OR7E85P	1	ENSG00000250884	
CYP3A54P	1	ENSG00000261809	
GPR108	1	ENSG00000125734	
PALB2	1	ENSG00000083093	
TDRD12	1	ENSG00000173809	
GPR107	1	ENSG00000148358	
TDRD10	1	ENSG00000163239	
FOLR1P1	1	ENSG00000256518	
GPR101	1	ENSG00000165370	
TDRD15	1	ENSG00000218819	
RNF10	1	ENSG00000022840	
CALCOCO1	1	ENSG00000012822	
RNF11	1	ENSG00000123091	
SFT2D3	1	ENSG00000173349	
RNF13	1	ENSG00000082996	
RNF14	1	ENSG00000013561	
CALCOCO2	1	ENSG00000136436	
TREM2	1	ENSG00000095970	
ADRA1D	1	ENSG00000171873	
ADRA1B	1	ENSG00000170214	
ADRA1A	1	ENSG00000120907	
TREM1	1	ENSG00000124731	
FKBP9P1	1	ENSG00000176826	
RNF17	1	ENSG00000132972	
OR7E89P	1	ENSG00000243792	
OR7E87P	1	ENSG00000184055	
PDCD6IP	1	ENSG00000170248	
MEPE	1	ENSG00000152595	
RANGAP1	1	ENSG00000100401	
ADRA2C	1	ENSG00000184160	
COASY	1	ENSG00000068120	
ADRA2A	1	ENSG00000150594	
EVC	1	ENSG00000072840	
IL3RA	1	ENSG00000185291	
SPEM2	1	ENSG00000184560	
EVL	1	ENSG00000196405	
SPEM1	1	ENSG00000181323	
SFT2D2	1	ENSG00000213064	
SSX2IP	1	ENSG00000117155	
SFT2D1	1	ENSG00000198818	
RNF31	1	ENSG00000092098	
SMARCD1	1	ENSG00000066117	
RNF32	1	ENSG00000105982	
SMARCD2	1	ENSG00000108604	
SMARCD3	1	ENSG00000082014	
RNF34	1	ENSG00000170633	
RNF38	1	ENSG00000137075	
ITLN1	1	ENSG00000179914	
ITLN2	1	ENSG00000158764	
MESD	1	ENSG00000117899	
PUF60	1	ENSG00000179950	
RNF39	6	ENSG00000230467:ENSG00000237733:ENSG00000227171:ENSG00000206500:ENSG00000236967:ENSG00000204618	
MEST	1	ENSG00000106484	
SMARCE1	1	ENSG00000073584	
RNF20	1	ENSG00000155827	
RNF24	1	ENSG00000101236	
